,zip_code,CBSA Title,MSA_central_outlying,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic
422,38066,"Memphis, TN-MS-AR",Outlying,83.7,88.8,72.5,90.0,100.0,26-50% of geographies,33.4,16.7,52.2,28.6,51-75% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
423,38067,,Outlying,81.5,83.9,56.6,,0.0,26-50% of geographies,3.1,15.6,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
424,38068,"Memphis, TN-MS-AR",Outlying,82.1,88.0,73.2,100.0,90.7,26-50% of geographies,15.4,8.8,30.8,42.4,26-50% of geographies,26-50% of geographies,26-50% of geographies,Top 25% of geographies
425,38069,"Brownsville, TN",Central,61.1,79.8,51.9,,0.0,Bottom 25% of geographies,14.2,5.4,,85.9,Bottom 25% of geographies,26-50% of geographies,,Top 25% of geographies
426,38070,,Outlying,100.0,100.0,100.0,,,Top 25% of geographies,0.0,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
427,38075,,Outlying,74.3,70.1,78.8,,100.0,Bottom 25% of geographies,8.4,6.1,52.9,1.3,Bottom 25% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
428,38076,"Memphis, TN-MS-AR",Outlying,88.3,94.4,74.5,,25.0,26-50% of geographies,23.7,0.9,,0.0,51-75% of geographies,26-50% of geographies,,Bottom 25% of geographies
429,38077,,Outlying,100.0,100.0,,,,Top 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
430,38079,,Outlying,72.2,74.2,64.5,,100.0,Bottom 25% of geographies,13.8,4.0,100.0,0.0,Bottom 25% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies
431,38080,,Outlying,81.6,80.1,85.6,,98.5,26-50% of geographies,7.9,28.2,,20.0,Bottom 25% of geographies,51-75% of geographies,,51-75% of geographies
432,38103,"Memphis, TN-MS-AR",Central,89.5,92.2,79.1,94.2,93.0,51-75% of geographies,74.7,42.0,94.8,61.1,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
433,38104,"Memphis, TN-MS-AR",Central,83.9,90.9,66.8,82.4,89.6,26-50% of geographies,58.7,25.8,68.4,52.6,Top 25% of geographies,51-75% of geographies,51-75% of geographies,Top 25% of geographies
434,38105,"Memphis, TN-MS-AR",Central,65.4,89.5,60.1,100.0,78.5,Bottom 25% of geographies,42.7,17.7,90.1,23.7,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
435,38106,"Memphis, TN-MS-AR",Central,47.8,60.6,47.4,22.2,60.6,Bottom 25% of geographies,38.4,11.9,0.0,4.2,Top 25% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
436,38107,"Memphis, TN-MS-AR",Central,75.9,94.4,70.2,100.0,95.4,Bottom 25% of geographies,62.3,12.6,88.7,32.4,Top 25% of geographies,26-50% of geographies,Top 25% of geographies,51-75% of geographies
437,38108,"Memphis, TN-MS-AR",Central,65.5,69.1,63.2,100.0,66.6,Bottom 25% of geographies,7.0,9.1,0.0,13.7,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
438,38109,"Memphis, TN-MS-AR",Central,65.5,42.2,65.7,,67.0,Bottom 25% of geographies,8.7,13.4,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
439,38111,"Memphis, TN-MS-AR",Central,77.5,90.2,69.3,92.3,64.7,Bottom 25% of geographies,62.5,15.1,73.1,19.9,Top 25% of geographies,51-75% of geographies,51-75% of geographies,51-75% of geographies
440,38112,"Memphis, TN-MS-AR",Central,71.6,90.8,58.3,100.0,73.8,Bottom 25% of geographies,64.8,17.8,28.7,23.9,Top 25% of geographies,51-75% of geographies,26-50% of geographies,51-75% of geographies
441,38114,"Memphis, TN-MS-AR",Central,61.6,73.1,60.9,100.0,62.4,Bottom 25% of geographies,39.9,11.7,100.0,4.0,Top 25% of geographies,26-50% of geographies,Top 25% of geographies,26-50% of geographies
442,38115,"Memphis, TN-MS-AR",Central,92.4,71.4,93.9,73.9,92.1,51-75% of geographies,29.0,15.8,30.5,2.2,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
443,38116,"Memphis, TN-MS-AR",Central,75.5,68.5,75.7,0.0,70.9,Bottom 25% of geographies,15.9,17.4,0.0,6.9,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies
444,38117,"Memphis, TN-MS-AR",Central,93.1,93.4,88.7,98.1,96.7,51-75% of geographies,64.1,46.9,62.3,44.0,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,Top 25% of geographies
445,38118,"Memphis, TN-MS-AR",Central,89.2,74.3,91.0,99.1,82.0,51-75% of geographies,14.5,9.9,19.2,2.0,26-50% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
446,38119,"Memphis, TN-MS-AR",Central,94.1,94.7,92.2,100.0,100.0,Top 25% of geographies,57.9,39.2,50.7,27.8,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
447,38120,"Memphis, TN-MS-AR",Central,96.5,96.4,94.7,98.2,100.0,Top 25% of geographies,70.2,56.2,83.5,67.6,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
448,38122,"Memphis, TN-MS-AR",Central,83.1,78.9,76.4,95.6,85.3,26-50% of geographies,28.4,6.5,28.0,9.7,51-75% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
449,38125,"Memphis, TN-MS-AR",Central,94.8,96.8,95.0,92.1,94.9,Top 25% of geographies,46.3,34.6,72.9,12.7,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,26-50% of geographies
450,38126,"Memphis, TN-MS-AR",Central,52.6,83.3,51.4,,100.0,Bottom 25% of geographies,9.5,7.9,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
451,38127,"Memphis, TN-MS-AR",Central,72.6,69.6,73.6,100.0,42.6,Bottom 25% of geographies,8.6,9.3,60.5,0.0,Bottom 25% of geographies,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies
452,38128,"Memphis, TN-MS-AR",Central,81.8,83.5,82.1,90.7,80.0,26-50% of geographies,12.8,14.0,0.0,3.8,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
453,38131,"Memphis, TN-MS-AR",Central,,,,,,,,,,,,,,
454,38132,"Memphis, TN-MS-AR",Central,,,,,,,0.0,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
455,38133,"Memphis, TN-MS-AR",Central,92.1,93.1,92.1,99.3,85.9,51-75% of geographies,34.3,34.2,36.3,6.2,51-75% of geographies,Top 25% of geographies,26-50% of geographies,26-50% of geographies
456,38134,"Memphis, TN-MS-AR",Central,91.8,89.2,94.1,97.3,89.2,51-75% of geographies,20.6,16.6,28.7,7.7,26-50% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
457,38135,"Memphis, TN-MS-AR",Central,93.1,93.5,92.6,97.3,74.7,51-75% of geographies,34.7,44.8,45.0,32.0,51-75% of geographies,Top 25% of geographies,26-50% of geographies,51-75% of geographies
458,38138,"Memphis, TN-MS-AR",Central,94.6,94.0,97.5,99.0,93.9,Top 25% of geographies,64.7,72.9,78.6,62.4,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
459,38139,"Memphis, TN-MS-AR",Central,96.3,95.9,100.0,100.0,100.0,Top 25% of geographies,70.9,88.3,84.3,59.3,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies,Top 25% of geographies
460,38141,"Memphis, TN-MS-AR",Central,95.6,87.4,96.4,,92.1,Top 25% of geographies,11.9,18.1,,3.4,Bottom 25% of geographies,51-75% of geographies,,26-50% of geographies
461,38152,"Memphis, TN-MS-AR",Central,,,,,,,,0.0,,,,Bottom 25% of geographies,,
462,38201,,Outlying,79.4,78.7,82.1,89.1,94.1,Bottom 25% of geographies,27.5,12.8,14.3,15.3,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
463,38220,,Outlying,84.0,81.7,85.8,,84.3,26-50% of geographies,17.5,4.7,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
464,38221,,Outlying,64.4,64.0,100.0,100.0,100.0,Bottom 25% of geographies,10.3,100.0,0.0,0.0,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
465,38222,"Paris, TN",Central,90.5,89.6,100.0,,100.0,51-75% of geographies,25.1,0.0,,0.0,51-75% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
466,38224,"Paris, TN",Central,71.5,71.7,61.5,,64.3,Bottom 25% of geographies,15.5,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
467,38225,"Martin, TN",Central,80.4,84.8,2.7,,38.7,Bottom 25% of geographies,18.7,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
468,38226,"Martin, TN",Central,49.1,49.3,,,,Bottom 25% of geographies,4.1,,,,Bottom 25% of geographies,,,
469,38229,"Martin, TN",Central,74.2,73.4,54.8,100.0,100.0,Bottom 25% of geographies,18.5,0.0,100.0,0.0,26-50% of geographies,Bottom 25% of geographies,Top 25% of geographies,Bottom 25% of geographies
470,38230,"Martin, TN",Central,79.4,78.6,89.4,63.5,60.0,Bottom 25% of geographies,17.0,12.6,0.0,0.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
471,38231,"Paris, TN",Central,78.6,80.9,51.2,100.0,56.4,Bottom 25% of geographies,9.1,14.3,0.0,0.0,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
472,38232,"Union City, TN",Central,71.1,70.2,100.0,100.0,100.0,Bottom 25% of geographies,9.7,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
473,38233,"Jackson, TN",Outlying,85.4,84.4,87.0,100.0,100.0,26-50% of geographies,12.6,0.0,100.0,,Bottom 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,
474,38235,,Outlying,93.4,91.1,100.0,,,51-75% of geographies,12.5,56.3,,,Bottom 25% of geographies,Top 25% of geographies,,
475,38236,"Paris, TN",Central,81.0,82.7,0.0,,,Bottom 25% of geographies,9.5,46.7,,,Bottom 25% of geographies,Top 25% of geographies,,
476,38237,"Martin, TN",Central,83.5,83.2,82.6,100.0,68.8,26-50% of geographies,28.2,21.0,36.7,9.1,51-75% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
477,38240,"Union City, TN",Central,85.9,87.7,63.8,100.0,91.4,26-50% of geographies,11.9,27.0,100.0,0.0,Bottom 25% of geographies,51-75% of geographies,Top 25% of geographies,Bottom 25% of geographies
478,38241,"Martin, TN",Central,74.1,73.4,,,100.0,Bottom 25% of geographies,13.5,,,100.0,Bottom 25% of geographies,,,Top 25% of geographies
479,38242,"Paris, TN",Central,81.7,83.5,67.5,100.0,90.8,26-50% of geographies,20.5,4.8,0.0,24.4,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
480,38251,"Paris, TN",Central,86.1,87.9,65.7,70.8,68.7,26-50% of geographies,16.5,16.9,29.2,4.0,26-50% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
481,38253,"Union City, TN",Central,85.8,83.7,82.8,,100.0,26-50% of geographies,25.2,17.2,,30.2,51-75% of geographies,51-75% of geographies,,51-75% of geographies
482,38254,,Outlying,,,,,,,,,,,,,,
483,38255,"Martin, TN",Central,73.9,73.1,75.0,100.0,100.0,Bottom 25% of geographies,17.5,26.4,36.7,0.0,26-50% of geographies,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies
484,38256,"Paris, TN",Central,78.0,79.1,0.0,100.0,100.0,Bottom 25% of geographies,17.8,0.0,0.0,25.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies
485,38257,"Union City, TN",Central,78.0,81.1,77.0,69.4,43.7,Bottom 25% of geographies,18.4,18.1,26.5,0.0,26-50% of geographies,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies
486,38258,,Outlying,82.2,87.3,52.0,,97.8,26-50% of geographies,17.0,20.9,,0.0,26-50% of geographies,51-75% of geographies,,Bottom 25% of geographies
487,38259,"Dyersburg, TN",Central,82.6,82.7,100.0,100.0,0.0,26-50% of geographies,8.3,0.0,50.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies,Bottom 25% of geographies
488,38260,"Union City, TN",Central,86.5,86.1,100.0,,100.0,26-50% of geographies,14.8,100.0,,38.7,26-50% of geographies,Top 25% of geographies,,Top 25% of geographies
489,38261,"Union City, TN",Central,84.8,86.4,83.5,100.0,59.1,26-50% of geographies,18.5,7.2,67.9,3.1,26-50% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
490,38301,"Jackson, TN",Central,82.4,88.4,76.2,100.0,98.2,26-50% of geographies,21.0,9.5,100.0,7.3,26-50% of geographies,26-50% of geographies,Top 25% of geographies,26-50% of geographies
491,38305,"Jackson, TN",Central,90.7,93.0,85.1,99.1,89.1,51-75% of geographies,41.6,22.6,48.8,12.3,Top 25% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
492,38310,,Outlying,87.7,87.2,98.9,,100.0,26-50% of geographies,13.3,75.0,,6.4,Bottom 25% of geographies,Top 25% of geographies,,26-50% of geographies
493,38311,,Outlying,85.0,89.5,0.0,,,26-50% of geographies,25.5,0.0,,,51-75% of geographies,Bottom 25% of geographies,,
494,38313,"Jackson, TN",Central,92.2,91.8,100.0,,,51-75% of geographies,22.7,9.0,,,51-75% of geographies,26-50% of geographies,,
495,38315,,Outlying,89.5,88.8,89.2,,100.0,51-75% of geographies,10.8,7.8,,17.4,Bottom 25% of geographies,26-50% of geographies,,51-75% of geographies
496,38316,"Jackson, TN",Outlying,81.1,81.6,87.2,,100.0,Bottom 25% of geographies,10.1,31.4,,21.4,Bottom 25% of geographies,51-75% of geographies,,51-75% of geographies
497,38317,,Outlying,78.1,77.4,75.0,100.0,100.0,Bottom 25% of geographies,14.1,13.6,0.0,,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,
498,38318,,Outlying,91.0,91.7,100.0,,0.0,51-75% of geographies,25.3,0.0,,0.0,51-75% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
499,38320,,Outlying,84.7,84.0,88.1,100.0,100.0,26-50% of geographies,13.6,17.1,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
500,38321,,Outlying,71.5,70.7,80.1,100.0,,Bottom 25% of geographies,8.0,5.2,,,Bottom 25% of geographies,26-50% of geographies,,
501,38326,,Outlying,86.2,86.4,,,0.0,26-50% of geographies,19.0,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
502,38327,,Outlying,64.9,65.6,0.0,,0.0,Bottom 25% of geographies,5.8,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
503,38328,,Outlying,87.6,86.1,,,100.0,26-50% of geographies,14.9,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
504,38329,,Outlying,82.0,81.5,65.5,,57.6,26-50% of geographies,16.4,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
505,38330,"Jackson, TN",Outlying,82.5,81.5,81.9,100.0,100.0,26-50% of geographies,18.1,7.3,0.0,12.5,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
506,38332,"Jackson, TN",Outlying,80.2,80.3,,,,Bottom 25% of geographies,8.5,,,,Bottom 25% of geographies,,,
507,38333,,Outlying,57.7,57.7,,,,Bottom 25% of geographies,7.6,,,,Bottom 25% of geographies,,,
508,38334,,Outlying,87.1,85.9,100.0,,100.0,26-50% of geographies,15.4,59.6,,8.8,26-50% of geographies,Top 25% of geographies,,26-50% of geographies
509,38337,"Jackson, TN",Outlying,86.3,84.6,99.2,100.0,82.9,26-50% of geographies,28.5,24.8,0.0,29.6,51-75% of geographies,51-75% of geographies,Bottom 25% of geographies,51-75% of geographies
510,38339,,Outlying,83.6,83.8,79.3,,,26-50% of geographies,28.8,6.7,,,51-75% of geographies,26-50% of geographies,,
511,38340,"Jackson, TN",Outlying,88.1,90.3,80.0,100.0,83.9,26-50% of geographies,22.1,4.3,60.5,9.4,26-50% of geographies,26-50% of geographies,51-75% of geographies,26-50% of geographies
512,38341,,Outlying,76.7,75.6,100.0,100.0,93.4,Bottom 25% of geographies,9.9,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
513,38342,,Outlying,77.5,79.2,26.9,,100.0,Bottom 25% of geographies,12.2,22.2,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
514,38343,"Jackson, TN",Outlying,86.6,89.5,78.5,36.5,83.3,26-50% of geographies,23.0,7.8,86.5,11.4,51-75% of geographies,26-50% of geographies,Top 25% of geographies,26-50% of geographies
515,38344,,Outlying,82.9,87.0,65.4,,96.1,26-50% of geographies,24.2,3.8,,0.0,51-75% of geographies,26-50% of geographies,,Bottom 25% of geographies
516,38345,,Outlying,68.3,67.5,,,100.0,Bottom 25% of geographies,15.7,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
517,38347,"Jackson, TN",Outlying,100.0,100.0,,,,Top 25% of geographies,6.5,,,,Bottom 25% of geographies,,,
518,38348,,Outlying,80.9,86.7,33.3,,100.0,Bottom 25% of geographies,12.5,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
519,38351,,Outlying,85.2,86.1,80.4,100.0,51.0,26-50% of geographies,13.9,4.3,0.0,14.7,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies
520,38352,"Jackson, TN",Outlying,61.2,61.2,,,,Bottom 25% of geographies,7.1,,,,Bottom 25% of geographies,,,
521,38355,"Jackson, TN",Outlying,91.1,90.2,100.0,100.0,100.0,51-75% of geographies,30.7,7.5,43.1,4.1,51-75% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
522,38356,"Jackson, TN",Central,90.2,89.9,81.5,,,51-75% of geographies,25.4,3.7,,,51-75% of geographies,26-50% of geographies,,
523,38357,,Outlying,89.5,91.2,98.5,,10.6,51-75% of geographies,7.9,0.0,,28.2,Bottom 25% of geographies,Bottom 25% of geographies,,51-75% of geographies
524,38358,"Jackson, TN",Outlying,91.6,90.2,95.2,100.0,100.0,51-75% of geographies,20.1,10.1,0.0,0.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
525,38359,,Outlying,94.1,93.8,100.0,,100.0,Top 25% of geographies,6.3,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
526,38361,,Outlying,75.8,76.9,100.0,0.0,,Bottom 25% of geographies,35.2,48.8,0.0,,51-75% of geographies,Top 25% of geographies,Bottom 25% of geographies,
527,38362,"Jackson, TN",Central,100.0,100.0,100.0,100.0,100.0,Top 25% of geographies,30.3,9.8,0.0,0.0,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
528,38363,,Outlying,85.0,84.1,92.9,100.0,100.0,26-50% of geographies,16.3,9.3,0.0,0.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
529,38365,,Outlying,,,,,,,,,,,,,,
530,38366,"Jackson, TN",Central,84.7,86.7,92.0,,52.4,26-50% of geographies,27.8,20.2,,95.5,51-75% of geographies,51-75% of geographies,,Top 25% of geographies
531,38367,,Outlying,82.7,82.5,83.6,,100.0,26-50% of geographies,11.2,18.7,,,Bottom 25% of geographies,51-75% of geographies,,
532,38368,,Outlying,70.5,69.6,,,,Bottom 25% of geographies,18.6,,,,26-50% of geographies,,,
533,38369,"Jackson, TN",Outlying,86.3,86.4,44.7,100.0,75.0,26-50% of geographies,17.6,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
534,38370,,Outlying,94.5,95.7,83.8,,100.0,Top 25% of geographies,14.7,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
535,38371,,Outlying,88.0,87.2,,,100.0,26-50% of geographies,12.2,,,66.7,Bottom 25% of geographies,,,Top 25% of geographies
536,38372,,Outlying,83.3,82.4,100.0,100.0,60.3,26-50% of geographies,16.0,8.7,57.8,33.1,26-50% of geographies,26-50% of geographies,51-75% of geographies,Top 25% of geographies
537,38374,,Outlying,83.7,84.2,,,100.0,26-50% of geographies,9.5,0.0,,38.0,Bottom 25% of geographies,Bottom 25% of geographies,,Top 25% of geographies
538,38375,,Outlying,83.0,82.4,81.7,100.0,98.5,26-50% of geographies,13.4,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
539,38376,,Outlying,100.0,100.0,100.0,,,Top 25% of geographies,7.5,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
540,38379,,Outlying,81.0,81.0,,100.0,,Bottom 25% of geographies,14.4,,0.0,,Bottom 25% of geographies,,Bottom 25% of geographies,
541,38380,,Outlying,89.0,87.8,,,,51-75% of geographies,12.8,,,,Bottom 25% of geographies,,,
542,38381,,Outlying,59.5,68.5,43.2,,100.0,Bottom 25% of geographies,6.3,14.2,,,Bottom 25% of geographies,26-50% of geographies,,
543,38382,"Jackson, TN",Outlying,82.8,80.2,83.8,100.0,87.7,26-50% of geographies,17.4,13.3,92.3,36.7,26-50% of geographies,26-50% of geographies,Top 25% of geographies,Top 25% of geographies
544,38387,,Outlying,71.9,70.2,,,100.0,Bottom 25% of geographies,20.1,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
545,38388,,Outlying,96.5,97.3,82.9,100.0,100.0,Top 25% of geographies,12.0,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
546,38390,,Outlying,71.6,80.5,26.9,0.0,100.0,Bottom 25% of geographies,21.5,0.0,0.0,,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,
547,38391,"Jackson, TN",Central,77.8,98.3,63.8,,100.0,Bottom 25% of geographies,15.4,9.0,,0.0,26-50% of geographies,26-50% of geographies,,Bottom 25% of geographies
548,38392,"Jackson, TN",Central,95.4,96.1,91.6,,,Top 25% of geographies,0.0,24.4,,,Bottom 25% of geographies,51-75% of geographies,,
549,38401,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,90.8,91.2,85.3,94.7,92.8,51-75% of geographies,24.7,11.1,46.2,8.0,51-75% of geographies,26-50% of geographies,26-50% of geographies,26-50% of geographies
550,38425,,Outlying,65.1,63.0,100.0,,100.0,Bottom 25% of geographies,5.2,1.8,,0.0,Bottom 25% of geographies,26-50% of geographies,,Bottom 25% of geographies
551,38449,,Outlying,77.8,78.2,66.7,76.5,100.0,Bottom 25% of geographies,20.4,9.3,0.0,0.0,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
552,38450,,Outlying,80.1,79.6,100.0,,93.8,Bottom 25% of geographies,8.2,0.0,,7.7,Bottom 25% of geographies,Bottom 25% of geographies,,26-50% of geographies
553,38451,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,83.2,83.0,100.0,,100.0,26-50% of geographies,18.7,0.0,,24.1,26-50% of geographies,Bottom 25% of geographies,,51-75% of geographies
554,38452,,Outlying,73.8,77.8,0.0,,100.0,Bottom 25% of geographies,6.8,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
555,38453,,Outlying,85.1,84.9,,,,26-50% of geographies,30.4,,,,51-75% of geographies,,,
556,38454,,Outlying,82.1,84.3,0.0,,100.0,26-50% of geographies,14.3,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
557,38455,,Outlying,89.9,85.0,100.0,,,51-75% of geographies,4.2,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
558,38456,"Lawrenceburg, TN",Central,56.9,57.1,,,9.6,Bottom 25% of geographies,17.5,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
559,38457,"Lawrenceburg, TN",Central,77.5,76.9,,,100.0,Bottom 25% of geographies,4.6,,,50.0,Bottom 25% of geographies,,,Top 25% of geographies
560,38459,,Outlying,92.4,91.1,,,100.0,51-75% of geographies,17.5,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
561,38460,,Outlying,81.4,81.9,0.0,,100.0,Bottom 25% of geographies,15.2,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
562,38461,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,70.2,71.6,0.0,,,Bottom 25% of geographies,12.2,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
563,38462,,Outlying,79.5,80.2,100.0,100.0,96.5,Bottom 25% of geographies,9.3,0.0,51.1,19.4,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies,51-75% of geographies
564,38463,,Outlying,83.2,82.5,,,100.0,26-50% of geographies,14.1,,,100.0,Bottom 25% of geographies,,,Top 25% of geographies
565,38464,"Lawrenceburg, TN",Central,83.3,82.7,81.0,100.0,94.9,26-50% of geographies,15.7,21.5,79.4,5.1,26-50% of geographies,51-75% of geographies,Top 25% of geographies,26-50% of geographies
566,38468,"Lawrenceburg, TN",Central,90.6,90.4,100.0,100.0,100.0,51-75% of geographies,16.4,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
567,38469,"Lawrenceburg, TN",Central,84.7,84.0,,,66.0,26-50% of geographies,15.9,,,0.0,26-50% of geographies,,,Bottom 25% of geographies
568,38471,,Outlying,81.4,81.4,,,,Bottom 25% of geographies,3.9,,,,Bottom 25% of geographies,,,
569,38472,,Outlying,91.9,91.7,100.0,100.0,,51-75% of geographies,20.5,0.0,0.0,,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,
570,38473,,Outlying,86.3,85.9,100.0,100.0,0.0,26-50% of geographies,11.2,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
571,38474,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,79.6,79.7,74.0,100.0,,Bottom 25% of geographies,15.8,13.6,0.0,,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,
572,38475,,Outlying,87.8,87.8,,,,26-50% of geographies,18.7,,,,26-50% of geographies,,,
573,38476,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,88.1,88.1,,,,26-50% of geographies,1.9,,,,Bottom 25% of geographies,,,
574,38477,,Outlying,81.3,81.2,79.4,,,Bottom 25% of geographies,15.1,7.2,,,26-50% of geographies,26-50% of geographies,,
575,38478,,Outlying,87.5,86.6,88.0,,97.0,26-50% of geographies,20.2,7.7,,36.0,26-50% of geographies,26-50% of geographies,,Top 25% of geographies
